index,value,insert_time_seconds
516,5280,3.083000000070e-06
517,3415,2.958000000053e-06
518,6118,6.332999999970e-06
519,5260,3.082999999959e-06
520,842,2.999999999975e-06
521,9772,6.542000000054e-06
522,424,6.541999999943e-06
523,527,6.375000000003e-06
524,1646,6.583000000004e-06
525,6650,6.333999999941e-06
526,8474,1.208300000000e-05
527,1027,3.124999999993e-06
528,341,6.542000000054e-06
529,4347,9.916999999970e-06
530,2227,9.667000000046e-06
531,6286,8.583000000062e-06
532,7897,6.458999999959e-06
533,8414,3.082999999959e-06
534,7185,6.667000000071e-06
535,6666,8.499999999967e-06
536,3613,3.292000000044e-06
537,1897,6.375000000003e-06
538,9647,1.733400000004e-05
539,2407,8.374999999949e-06
540,361,1.204200000005e-05
541,2402,1.525000000002e-05
542,9961,6.500000000020e-06
543,2435,6.292000000019e-06
544,5869,3.167000000026e-06
545,2958,6.209000000035e-06
546,1962,5.083000000017e-06
547,9480,3.666000000013e-06
548,3112,1.341700000002e-05
549,4288,3.124999999993e-06
550,9634,2.791999999974e-06
551,8167,5.790999999977e-06
552,7896,5.916999999966e-06
553,5410,1.416600000004e-05
554,4238,5.999999999950e-06
555,7815,2.834000000007e-06
556,6494,5.875000000044e-06
557,416,7.332999999998e-06
558,722,3.089580000000e-04
559,3629,4.124999999910e-06
560,3772,8.208999999981e-06
561,8047,1.579100000004e-05
562,4698,4.375000000056e-06
563,6224,9.208000000038e-06
564,954,1.295899999998e-05
565,1302,6.959000000029e-06
566,2354,4.208000000006e-06
567,970,3.666999999985e-06
568,8671,1.083400000002e-05
569,344,4.000000000004e-06
570,8349,1.070800000003e-05
571,95,1.145799999991e-05
572,8359,3.917000000020e-06
573,4325,4.125000000021e-06
574,9438,3.834000000036e-06
575,82,1.620800000002e-05
576,2978,8.167000000059e-06
577,4602,8.416999999983e-06
578,1269,3.832999999953e-06
579,2579,8.042000000041e-06
580,9862,8.084000000075e-06
581,2735,1.583400000005e-05
582,2816,8.374999999949e-06
583,3677,1.283300000010e-05
584,1138,7.874999999991e-06
585,4644,4.042000000037e-06
586,5008,1.208300000000e-05
587,4918,3.749999999969e-06
588,3745,3.957999999971e-06
589,7486,1.083400000002e-05
590,5240,3.957999999971e-06
591,5076,8.042000000041e-06
592,1716,1.454200000006e-05
593,3520,8.209000000092e-06
594,6648,1.529199999994e-05
595,1228,3.916000000048e-06
596,9414,1.058399999998e-05
597,5536,3.874999999987e-06
598,4506,4.041000000066e-06
599,4827,8.291999999965e-06
600,4828,1.520799999999e-05
601,9230,1.074999999995e-05
602,7747,3.916000000048e-06
603,2535,3.833000000064e-06
604,517,4.000000000004e-06
605,6567,1.579200000001e-05
606,567,1.491700000000e-05
607,5342,8.167000000059e-06
608,1106,7.792000000006e-06
609,3414,8.249999999932e-06
610,7122,3.917000000020e-06
611,7868,1.208300000000e-05
612,8321,3.474999999997e-05
613,5163,1.174999999998e-05
614,4752,3.958999999942e-06
615,1706,1.125000000002e-05
616,5543,8.000000000008e-06
617,603,8.375000000060e-06
618,9554,4.082999999988e-06
619,4882,4.041000000066e-06
620,3143,3.874999999987e-06
621,6577,3.959000000053e-06
622,6281,1.504200000002e-05
623,8442,8.291999999965e-06
624,6647,7.708000000051e-06
625,5466,8.000000000008e-06
626,1028,1.087500000008e-05
627,7732,1.225000000005e-05
628,4423,1.083300000004e-05
629,913,3.834000000036e-06
630,4468,2.362499999997e-05
631,3766,1.249999999997e-05
632,4147,3.708000000047e-06
633,618,3.832999999953e-06
634,9783,1.070900000000e-05
635,6552,1.145800000002e-05
636,9274,1.054200000006e-05
637,2804,7.957999999975e-06
638,6105,1.070900000000e-05
639,3518,1.708300000003e-05
640,2132,8.290999999994e-06
641,6843,4.000000000004e-06
642,5248,7.957999999975e-06
643,7389,1.191699999992e-05
644,2586,3.917000000020e-06
645,9321,7.792000000006e-06
646,2400,1.087500000008e-05
647,1578,1.937500000004e-05
648,7767,4.125000000021e-06
649,446,3.833000000064e-06
650,7043,1.516700000004e-05
651,1915,1.104100000004e-05
652,3796,4.040999999955e-06
653,2895,8.082999999992e-06
654,6452,1.687499999992e-05
655,965,1.704100000000e-05
656,5775,4.000000000004e-06
657,6922,1.129099999997e-05
658,5173,8.416999999983e-06
659,3084,4.082999999988e-06
660,3631,4.000000000004e-06
661,5349,3.957999999971e-06
662,6434,3.624999999952e-06
663,9055,1.208300000000e-05
664,3131,8.124999999914e-06
665,5664,8.000000000008e-06
666,4805,1.591599999995e-05
667,2504,1.083300000004e-05
668,5007,8.332999999916e-06
669,4140,1.045900000007e-05
670,5078,8.166000000087e-06
671,5458,4.041000000066e-06
672,5480,1.062500000004e-05
673,2979,1.295800000001e-05
674,1456,1.529200000006e-05
675,3643,8.249999999932e-06
676,9475,1.204200000005e-05
677,1544,3.874999999987e-06
678,9529,3.583000000029e-06
679,9463,8.082999999992e-06
680,9394,8.040999999959e-06
681,3081,1.587500000000e-05
682,5556,4.208000000006e-06
683,8338,1.058300000001e-05
684,6907,4.000000000004e-06
685,5568,8.249999999932e-06
686,4077,7.666000000017e-06
687,278,1.187499999999e-05
688,1346,2.249999999993e-05
689,1645,3.833000000064e-06
690,8680,8.208999999981e-06
691,6806,1.074999999995e-05
692,9076,1.070800000003e-05
693,4359,4.167000000055e-06
694,4662,4.082999999988e-06
695,4929,3.833000000064e-06
696,7232,1.504200000002e-05
697,6431,1.174999999998e-05
698,5663,8.000000000008e-06
699,986,4.042000000037e-06
700,3082,1.054200000006e-05
701,2277,1.062500000004e-05
702,4153,1.054099999998e-05
703,8992,3.833999999925e-06
704,7723,4.000000000004e-06
705,9996,3.290999999961e-06
706,3337,3.958999999942e-06
707,8470,8.042000000041e-06
708,8333,1.537500000004e-05
709,4784,4.374999999945e-06
710,3752,4.166999999944e-06
711,4421,7.457999999905e-06
712,2632,3.124999999993e-06
713,4469,9.040999999987e-06
714,6968,1.191699999992e-05
715,2746,4.208000000006e-06
716,6166,1.058399999998e-05
717,710,1.191700000003e-05
718,1887,9.874999999937e-06
719,8913,2.959000000025e-06
720,3811,3.250000000010e-06
721,8024,3.167000000026e-06
722,9027,2.916999999991e-06
723,8983,6.249999999985e-06
724,3592,9.791999999953e-06
725,7722,8.000000000008e-06
726,9912,3.832999999953e-06
727,3581,8.083000000103e-06
728,2420,1.200000000001e-05
729,7319,8.082999999992e-06
730,6013,1.570799999995e-05
731,4921,8.208000000010e-06
732,9176,1.183300000007e-05
733,6537,3.541999999968e-06
734,2059,3.958000000082e-06
735,9233,8.083999999964e-06
736,9991,1.170900000003e-05
737,6084,4.042000000037e-06
738,9843,3.666000000013e-06
739,9712,1.087499999997e-05
740,4650,4.042000000037e-06
741,7209,1.066599999999e-05
742,4758,1.108299999997e-05
743,8699,3.874999999987e-06
744,2235,8.542000000000e-06
745,5984,3.832999999953e-06
746,6071,1.179200000001e-05
747,9985,8.042000000041e-06
748,6884,4.125000000021e-06
749,9375,3.625000000063e-06
750,6562,1.045799999999e-05
751,4013,4.165999999972e-06
752,3119,4.000000000004e-06
753,7375,3.917000000020e-06
754,300,4.083000000099e-06
755,4692,3.834000000036e-06
756,4933,3.667000000096e-06
757,4122,3.957999999971e-06
758,3373,7.915999999941e-06
759,9684,1.508400000005e-05
760,5417,9.125000000054e-06
761,3033,3.957999999971e-06
762,7258,1.300000000004e-05
763,4107,3.832999999953e-06
764,3213,1.087499999997e-05
765,7318,8.165999999976e-06
766,1633,7.874999999991e-06
767,8655,3.915999999937e-06
768,9607,1.066700000008e-05
769,9073,1.220800000001e-05
770,3266,7.416999999954e-06
771,8388,1.308299999991e-05
772,3814,8.166999999948e-06
773,9642,1.070900000000e-05
774,7830,1.204200000005e-05
775,9667,9.333000000056e-06
776,6193,8.333999999999e-06
777,3468,3.708999999907e-06
778,8697,1.183400000004e-05
779,7464,3.916999999909e-06
780,6818,8.042000000041e-06
781,1285,4.250000000039e-06
782,9995,1.295800000001e-05
783,4436,4.124999999910e-06
784,1968,1.220899999999e-05
785,6055,1.062500000004e-05
786,7659,1.099999999998e-05
787,2998,8.167000000059e-06
788,2497,1.491700000000e-05
789,7109,3.917000000020e-06
790,9024,7.291999999937e-06
791,1026,8.083999999964e-06
792,8875,3.749999999969e-06
793,2860,3.791000000031e-06
794,5765,1.229199999997e-05
795,7244,1.075000000006e-05
796,5402,1.883399999991e-05
797,6727,3.917000000020e-06
798,5787,3.957999999971e-06
799,1950,3.874999999987e-06
800,7454,7.500000000049e-06
801,4532,6.791000000006e-06
802,7087,3.042000000009e-06
803,5675,6.999999999979e-06
804,9683,2.075000000001e-05
805,7959,8.250000000043e-06
806,7063,3.957999999971e-06
807,4309,1.054099999998e-05
808,1939,7.958000000086e-06
809,4016,8.249999999932e-06
810,4821,8.458000000044e-06
811,8592,3.917000000020e-06
812,1861,8.042000000041e-06
813,6314,3.957999999971e-06
814,2674,3.832999999953e-06
815,5803,4.042000000037e-06
816,2473,1.195799999998e-05
817,9601,1.254200000000e-05
818,790,3.207999999977e-06
819,3421,7.999999999897e-06
820,8439,3.917000000020e-06
821,5524,8.040999999959e-06
822,3267,1.191600000006e-05
823,7449,8.374999999949e-06
824,5212,3.208000000088e-06
825,584,1.204200000005e-05
826,628,7.875000000102e-06
827,2642,1.541699999996e-05
828,8728,3.915999999937e-06
829,2806,8.333000000027e-06
830,3635,8.290999999994e-06
831,6873,8.000000000008e-06
832,736,3.707999999936e-06
833,9946,3.875000000098e-06
834,5562,8.083999999964e-06
835,1676,8.042000000041e-06
836,8372,3.708000000047e-06
837,4718,3.666000000013e-06
838,2425,8.374999999949e-06
839,7517,8.082999999992e-06
840,7908,3.917000000020e-06
841,386,7.958000000086e-06
842,6523,1.029200000002e-05
843,9795,8.083000000103e-06
844,668,1.049999999991e-05
845,2173,3.541999999968e-06
846,1946,1.091700000000e-05
847,9614,4.125000000021e-06
848,8165,8.000000000008e-06
849,2388,9.083000000021e-06
850,9691,4.042000000037e-06
851,5599,3.333999999966e-06
852,4780,1.258399999993e-05
853,83,8.000000000008e-06
854,6730,1.200000000001e-05
855,2482,8.709000000051e-06
856,2787,1.916700000004e-05
857,1767,7.874999999991e-06
858,11,7.959000000057e-06
859,144,3.792000000002e-06
860,8552,1.479100000001e-05
861,895,8.500000000078e-06
862,182,1.033400000006e-05
863,4668,1.070900000000e-05
864,4867,8.375000000060e-06
865,873,3.957999999971e-06
866,6308,8.291999999965e-06
867,5838,4.000000000004e-06
868,9057,1.108300000008e-05
869,7540,4.082999999988e-06
870,6182,8.082999999992e-06
871,8557,8.333000000027e-06
872,4660,1.483299999994e-05
873,9546,8.208000000010e-06
874,2564,6.458000000098e-06
875,2621,2.916000000019e-06
876,8907,1.666700000003e-05
877,6662,1.400000000007e-05
878,6792,2.875000000069e-06
879,7018,2.791000000002e-06
880,3453,5.624999999898e-06
881,4097,8.707999999968e-06
882,4655,2.916999999991e-06
883,5964,7.917000000024e-06
884,4048,1.754099999995e-05
885,6012,1.879099999991e-05
886,2943,5.499999999992e-06
887,5116,2.112499999996e-05
888,545,4.125000000021e-06
889,6911,9.458999999934e-06
890,3446,9.416999999901e-06
891,7140,3.458000000012e-06
892,5565,8.958000000003e-06
893,2603,1.779199999996e-05
894,8291,6.750000000055e-06
895,3943,3.416999999950e-06
896,9019,7.000000000090e-06
897,7975,7.000000000090e-06
898,126,6.457999999987e-06
899,1017,1.658300000007e-05
900,2089,6.750000000055e-06
901,1066,3.250000000010e-06
902,5403,8.583000000062e-06
903,2466,1.020799999996e-05
904,4374,3.291999999933e-06
905,1626,6.459000000070e-06
906,3241,3.166000000054e-06
907,1574,9.625000000013e-06
908,3110,3.166000000054e-06
909,1584,3.208999999949e-06
910,3367,6.542000000054e-06
911,1162,9.665999999964e-06
912,6959,9.708999999969e-06
913,4318,9.707999999997e-06
914,8936,3.250000000010e-06
915,7146,8.667000000018e-06
916,1313,3.207999999977e-06
917,4164,7.500000000049e-06
918,9165,8.833999999958e-06
919,2622,3.416999999950e-06
920,5694,6.708999999994e-06
921,1192,3.292000000044e-06
922,3733,3.209000000060e-06
923,4534,6.624999999927e-06
924,5778,1.225000000005e-05
925,6367,1.604199999994e-05
926,919,6.457999999987e-06
927,5648,3.207999999977e-06
928,4899,8.833999999958e-06
929,6243,3.291000000072e-06
930,2198,1.024999999999e-05
931,8355,3.165999999943e-06
932,6717,6.749999999944e-06
933,1303,6.583000000004e-06
934,4897,6.625000000038e-06
935,9822,6.583999999976e-06
936,5018,9.707999999997e-06
